,drug_ID,Pathway,Finall_affected_score
25210,DB11823,hsa05016,-0.3333333333333333
25213,DB11823,hsa05030,-0.7142857142857143
25220,DB11823,hsa05031,-1.0
25226,DB11823,hsa05033,-1.0
25232,DB11823,hsa05034,-0.7142857142857143
25239,DB11823,hsa05322,-1.0
25241,DB01115,hsa04010,-1.0
25245,DB01115,hsa04014,-1.0
25246,DB01115,hsa04015,-1.0
25247,DB01115,hsa04020,-1.0
25251,DB01115,hsa04022,-1.0
25255,DB01115,hsa04024,-1.0
25259,DB01115,hsa04070,-1.0
25260,DB01115,hsa04114,-1.0
25261,DB01115,hsa04218,-1.0
25263,DB01115,hsa04260,-1.0
25267,DB01115,hsa04261,-1.0
25272,DB01115,hsa04270,-1.0
25276,DB01115,hsa04371,-1.0
25277,DB01115,hsa04530,-1.0
25278,DB01115,hsa04625,-1.0
25279,DB01115,hsa04713,-1.0
25282,DB01115,hsa04720,-1.0
25284,DB01115,hsa04722,-1.0
25285,DB01115,hsa04723,-1.0
25288,DB01115,hsa04724,-1.0
25290,DB01115,hsa04725,-1.0
25293,DB01115,hsa04726,-1.0
25296,DB01115,hsa04727,-1.0
25299,DB01115,hsa04728,-1.0
25302,DB01115,hsa04740,-1.0
25303,DB01115,hsa04742,-1.0
25304,DB01115,hsa04744,-1.0
25305,DB01115,hsa04750,-1.0
25306,DB01115,hsa04910,-1.0
25307,DB01115,hsa04911,-1.0
25310,DB01115,hsa04912,-1.0
25314,DB01115,hsa04915,-1.0
25315,DB01115,hsa04916,-1.0
25316,DB01115,hsa04921,-1.0
25321,DB01115,hsa04922,-1.0
25322,DB01115,hsa04924,-1.0
25326,DB01115,hsa04925,-1.0
25330,DB01115,hsa04927,-1.0
25333,DB01115,hsa04930,-1.0
25335,DB01115,hsa04934,-1.0
25338,DB01115,hsa04970,-1.0
25339,DB01115,hsa04971,-1.0
25340,DB01115,hsa04973,-1.0
25341,DB01115,hsa05010,-1.0
25345,DB01115,hsa05031,-1.0
25348,DB01115,hsa05034,-1.0
25349,DB01115,hsa05133,-1.0
25350,DB01115,hsa05152,-1.0
25351,DB01115,hsa05163,-1.0
25352,DB01115,hsa05167,-1.0
25353,DB01115,hsa05170,-1.0
25354,DB01115,hsa05200,-1.0
25355,DB01115,hsa05214,-1.0
25356,DB01115,hsa05410,-1.0
25360,DB01115,hsa05412,-1.0
25364,DB01115,hsa05414,-1.0
25368,DB01115,hsa05418,-1.0
25369,DB11348,hsa04014,1.0
25372,DB11348,hsa04015,1.0
25375,DB11348,hsa04020,1.0
25378,DB11348,hsa04022,1.0
25381,DB11348,hsa04024,1.0
25384,DB11348,hsa04070,1.0
25387,DB11348,hsa04114,1.0
25390,DB11348,hsa04218,1.0
25393,DB11348,hsa04261,1.0
25396,DB11348,hsa04270,1.0
25399,DB11348,hsa04371,1.0
25402,DB11348,hsa04514,1.0
25403,DB11348,hsa04621,1.0
25404,DB11348,hsa04625,1.0
25407,DB11348,hsa04713,1.0
25410,DB11348,hsa04720,1.0
25413,DB11348,hsa04722,1.0
25416,DB11348,hsa04728,1.0
25419,DB11348,hsa04740,1.0
25422,DB11348,hsa04744,1.0
25425,DB11348,hsa04750,1.0
25428,DB11348,hsa04910,1.0
25431,DB11348,hsa04912,1.0
25434,DB11348,hsa04915,1.0
25437,DB11348,hsa04916,1.0
25440,DB11348,hsa04921,1.0
25443,DB11348,hsa04922,1.0
25446,DB11348,hsa04924,1.0
25449,DB11348,hsa04925,1.0
25452,DB11348,hsa04928,1.0
25453,DB11348,hsa04970,1.0
25456,DB11348,hsa04971,1.0
25459,DB11348,hsa05010,1.0
25462,DB11348,hsa05031,1.0
25465,DB11348,hsa05034,1.0
25468,DB11348,hsa05133,1.0
25471,DB11348,hsa05152,1.0
25474,DB11348,hsa05163,1.0
25477,DB11348,hsa05167,1.0
25480,DB11348,hsa05170,1.0
25483,DB11348,hsa05200,1.0
25486,DB11348,hsa05214,1.0
25489,DB11348,hsa05418,1.0
25492,DB00799,hsa03320,1.0
25493,DB00799,hsa04659,1.0
25495,DB00799,hsa04915,1.0
25496,DB00799,hsa04919,1.0
25497,DB00799,hsa04920,1.0
25498,DB00799,hsa04928,1.0
25499,DB00799,hsa05200,1.0
25502,DB00799,hsa05202,1.0
25504,DB00799,hsa05216,1.0
25505,DB00799,hsa05221,1.0
25506,DB00799,hsa05222,1.0
25508,DB00799,hsa05223,1.0
25510,DB00799,hsa05226,1.0
25512,DB00395,hsa04080,1.0
25513,DB00395,hsa04723,1.0
25514,DB00395,hsa04727,1.0
25515,DB00395,hsa04742,1.0
25516,DB00395,hsa05032,1.0
25517,DB00395,hsa05033,1.0
25518,DB01043,hsa04014,-1.0
25520,DB01043,hsa04015,-1.0
25523,DB01043,hsa04020,-1.0
25527,DB01043,hsa04024,-1.0
25533,DB01043,hsa04080,-1.0
25542,DB01043,hsa04540,-1.0
25543,DB01043,hsa04713,-1.0
25547,DB01043,hsa04720,-1.0
25551,DB01043,hsa04724,-1.0
25556,DB01043,hsa04725,-1.0
25557,DB01043,hsa04726,-1.0
25558,DB01043,hsa04728,-1.0
25561,DB01043,hsa04742,-1.0
25562,DB01043,hsa05010,-1.0
25566,DB01043,hsa05012,-1.0
25567,DB01043,hsa05014,-1.0
25571,DB01043,hsa05016,-1.0
25572,DB01043,hsa05030,-1.0
25578,DB01043,hsa05031,-1.0
25583,DB01043,hsa05033,-1.0
25589,DB01043,hsa05034,-1.0
25595,DB01043,hsa05204,-1.0
25596,DB01043,hsa05322,-1.0
25598,DB01029,hsa04020,-1.0
25599,DB01029,hsa04022,-1.0
25600,DB01029,hsa04072,-1.0
25601,DB01029,hsa04080,-1.0
25602,DB01029,hsa04261,-1.0
25603,DB01029,hsa04270,-1.0
25604,DB01029,hsa04371,-1.0
25605,DB01029,hsa04614,-1.0
25606,DB01029,hsa04924,-1.0
25607,DB01029,hsa04925,-1.0
25608,DB01029,hsa04927,-1.0
25609,DB01029,hsa04933,-1.0
25610,DB01029,hsa04934,-1.0
25611,DB01029,hsa05200,-1.0
25612,DB01160,hsa04020,1.0
25613,DB01160,hsa04072,1.0
25614,DB01160,hsa04080,0.0
25616,DB01160,hsa04270,-1.0
25617,DB01160,hsa04611,-1.0
25618,DB00022,hsa04060,1.0
25620,DB00022,hsa04151,1.0
25622,DB00022,hsa04217,1.0
25624,DB00022,hsa04380,1.0
25626,DB00022,hsa04620,1.0
25628,DB00022,hsa04621,1.0
25630,DB00022,hsa04630,1.0
25632,DB00022,hsa04650,1.0
25634,DB00022,hsa05160,1.0
25636,DB00022,hsa05161,1.0
25637,DB00022,hsa05162,1.0
25639,DB00022,hsa05164,1.0
25641,DB00022,hsa05165,1.0
25643,DB00022,hsa05167,1.0
25645,DB00022,hsa05168,1.0
25647,DB00022,hsa05169,1.0
25649,DB00022,hsa05200,1.0
25651,DB00882,hsa01522,-1.0
25652,DB00882,hsa04915,-1.0
25653,DB00882,hsa04917,-1.0
25654,DB00882,hsa04919,-1.0
25655,DB00882,hsa04961,-1.0
25656,DB00882,hsa05200,-1.0
25657,DB00882,hsa05205,-1.0
25658,DB00882,hsa05224,-1.0
25659,DB01240,hsa04080,1.0
25660,DB01240,hsa04270,1.0
25661,DB01240,hsa04611,1.0
25663,DB01084,hsa04020,-1.0
25664,DB01084,hsa04080,-1.0
25665,DB01084,hsa04750,-1.0
25666,DB00476,hsa04721,-1.0
25669,DB00476,hsa04726,-1.0
25670,DB00476,hsa04728,-1.0
25671,DB00476,hsa05012,-1.0
25672,DB00476,hsa05030,-1.0
25673,DB00476,hsa05031,-1.0
25674,DB00476,hsa05034,-1.0
25675,DB01320,hsa04261,-1.0
25676,DB01162,hsa04010,1.0
25677,DB01162,hsa04020,-1.0
25680,DB01162,hsa04022,-1.0
25683,DB01162,hsa04060,1.0
25684,DB01162,hsa04068,1.0
25685,DB01162,hsa04080,-1.0
25688,DB01162,hsa04110,1.0
25689,DB01162,hsa04152,-1.0
25690,DB01162,hsa04218,1.0
25691,DB01162,hsa04261,-1.0
25694,DB01162,hsa04270,-1.0
25697,DB01162,hsa04350,1.0
25698,DB01162,hsa04380,1.0
25699,DB01162,hsa04390,1.0
25700,DB01162,hsa04659,1.0
25701,DB01162,hsa04672,1.0
25702,DB01162,hsa04926,1.0
25703,DB01162,hsa04932,1.0
25704,DB01162,hsa04933,1.0
25705,DB01162,hsa04970,-1.0
25708,DB01162,hsa05140,1.0
25709,DB01162,hsa05142,1.0
25710,DB01162,hsa05144,1.0
25711,DB01162,hsa05145,1.0
25712,DB01162,hsa05146,1.0
25713,DB01162,hsa05152,1.0
25714,DB01162,hsa05161,1.0
25715,DB01162,hsa05166,1.0
25716,DB01162,hsa05200,1.0
25717,DB01162,hsa05205,1.0
25718,DB01162,hsa05210,1.0
25719,DB01162,hsa05211,1.0
25720,DB01162,hsa05212,1.0
25721,DB01162,hsa05220,1.0
25722,DB01162,hsa05225,1.0
25723,DB01162,hsa05226,1.0
25724,DB01162,hsa05321,1.0
25725,DB01162,hsa05323,1.0
25726,DB01162,hsa05410,1.0
25727,DB01162,hsa05414,1.0
25728,DB01117,hsa00190,-1.0
25729,DB01117,hsa00240,-1.0
25730,DB01117,hsa01100,-1.0
25732,DB01117,hsa04260,-1.0
25733,DB01117,hsa04714,-1.0
25734,DB01117,hsa04932,-1.0
25735,DB01117,hsa05010,-1.0
25736,DB01117,hsa05012,-1.0
25737,DB01117,hsa05016,-1.0
25738,DB00552,hsa00230,-1.0
25739,DB00552,hsa01100,-1.0
25740,DB00552,hsa05340,-1.0
25741,DB00264,hsa04020,-1.0
25743,DB00264,hsa04022,-1.0
25745,DB00264,hsa04024,-1.0
25747,DB00264,hsa04080,-1.0
25749,DB00264,hsa04261,-1.0
25751,DB00264,hsa04540,-1.0
25752,DB00264,hsa04923,-1.0
25754,DB00264,hsa04924,-1.0
25756,DB00264,hsa04970,-1.0
25758,DB00264,hsa05414,-1.0
25759,DB01109,hsa04610,1.0
25760,DB00399,hsa00900,-1.0
25761,DB00399,hsa01100,-1.0
25762,DB00399,hsa05164,-1.0
25763,DB00399,hsa05166,-1.0
25764,DB00451,hsa04080,1.0
25766,DB00451,hsa04919,1.0
25768,DB00405,hsa04020,-1.0
25769,DB00405,hsa04080,-1.0
25770,DB00405,hsa04750,-1.0
25771,DB01436,hsa04928,1.0
25772,DB01436,hsa04961,1.0
25773,DB01436,hsa04978,1.0
25774,DB01436,hsa05152,1.0
25775,DB14185,hsa04015,1.0
25776,DB14185,hsa04020,-1.0
25780,DB14185,hsa04022,-1.0
25782,DB14185,hsa04024,1.0
25784,DB14185,hsa04080,-0.3333333333333333
25790,DB14185,hsa04152,-1.0
25791,DB14185,hsa04261,-1.0
25793,DB14185,hsa04270,-1.0
25795,DB14185,hsa04540,0.0
25797,DB14185,hsa04726,0.0
25799,DB14185,hsa04728,1.0
25800,DB14185,hsa04742,1.0
25801,DB14185,hsa04750,-1.0
25803,DB14185,hsa04970,-1.0
25805,DB14185,hsa05012,1.0
25806,DB14185,hsa05030,1.0
25807,DB14185,hsa05034,1.0
25808,DB04844,hsa04015,-1.0
25809,DB04844,hsa04024,-1.0
25810,DB04844,hsa04080,-1.0
25811,DB04844,hsa04540,-1.0
25812,DB04844,hsa04721,-1.0
25813,DB04844,hsa04726,-1.0
25814,DB04844,hsa04728,-1.0
25816,DB04844,hsa05012,-1.0
25818,DB04844,hsa05030,-1.0
25820,DB04844,hsa05031,-1.0
25821,DB04844,hsa05034,-1.0
25823,DB11323,hsa00590,-1.0
25825,DB11323,hsa01100,-1.0
25827,DB11323,hsa04064,-1.0
25828,DB11323,hsa04370,-1.0
25829,DB11323,hsa04611,-1.0
25830,DB11323,hsa04625,-1.0
25831,DB11323,hsa04657,-1.0
25832,DB11323,hsa04668,-1.0
25833,DB11323,hsa04723,-1.0
25834,DB11323,hsa04726,-1.0
25836,DB11323,hsa04913,-1.0
25837,DB11323,hsa04921,-1.0
25838,DB11323,hsa04923,-1.0
25840,DB11323,hsa05140,-1.0
25841,DB11323,hsa05163,-1.0
25842,DB11323,hsa05165,-1.0
25843,DB11323,hsa05167,-1.0
25844,DB11323,hsa05200,-1.0
25845,DB11323,hsa05204,-1.0
25846,DB11323,hsa05206,-1.0
25847,DB11323,hsa05222,-1.0
25848,DB00494,hsa00140,-1.0
25849,DB00494,hsa00350,-1.0
25850,DB00494,hsa01100,-1.0
25851,DB00494,hsa04728,-1.0
25852,DB00320,hsa04020,1.0
25853,DB00320,hsa04022,1.0
25854,DB00320,hsa04024,1.0
25856,DB00320,hsa04080,1.0
25860,DB00320,hsa04540,1.0
25861,DB00320,hsa04726,1.0
25864,DB00320,hsa04742,1.0
25866,DB00320,hsa04750,1.0
25867,DB00694,hsa01524,-1.0
25869,DB01216,hsa00120,-1.0
25870,DB01216,hsa00140,-1.0
25872,DB01216,hsa01100,-1.0
25873,DB01216,hsa05215,-1.0
25874,DB00846,hsa04080,1.0
25875,DB11181,hsa04020,-1.0
25879,DB11181,hsa04024,-1.0
25881,DB11181,hsa04080,-1.0
25886,DB11181,hsa04151,-1.0
25888,DB11181,hsa04725,-1.0
25893,DB11181,hsa04742,-1.0
25894,DB11181,hsa04810,-1.0
25899,DB11181,hsa04911,-1.0
25900,DB11181,hsa04970,-1.0
25901,DB11181,hsa04971,-1.0
25902,DB11181,hsa04972,-1.0
25903,DB00195,hsa04020,-1.0
25905,DB00195,hsa04022,-1.0
25907,DB00195,hsa04024,-1.0
25909,DB00195,hsa04080,-1.0
25911,DB00195,hsa04261,-1.0
25913,DB00195,hsa04540,-1.0
25914,DB00195,hsa04923,-1.0
25916,DB00195,hsa04924,-1.0
25918,DB00195,hsa04970,-1.0
25920,DB00195,hsa05414,-1.0
25921,DB09130,hsa00270,1.0
25922,DB09130,hsa01100,1.0
25923,DB09130,hsa04726,-1.0
25924,DB09130,hsa05010,-1.0
25925,DB00751,hsa04014,-1.0
25926,DB00751,hsa04020,-1.0
25930,DB00751,hsa04080,-1.0
25934,DB00751,hsa04540,-1.0
25935,DB00751,hsa04726,-1.0
25937,DB00751,hsa04750,-1.0
25939,DB00751,hsa04971,-1.0
25940,DB00429,hsa04020,1.0
25941,DB00429,hsa04080,1.0
25942,DB00429,hsa05163,1.0
25943,DB00429,hsa05200,1.0
25944,DB01440,hsa04080,1.0
25945,DB01440,hsa04723,1.0
25946,DB01440,hsa04726,1.0
25947,DB01440,hsa04727,1.0
25948,DB01440,hsa05032,1.0
25949,DB01440,hsa05033,1.0
25950,DB00467,hsa01524,-1.0
25951,DB01348,hsa04614,-1.0
25952,DB01348,hsa04924,-1.0
25953,DB01348,hsa05142,-1.0
25954,DB01348,hsa05410,-1.0
25955,DB05039,hsa04020,1.0
25956,DB05039,hsa04022,1.0
25957,DB05039,hsa04024,1.0
25958,DB05039,hsa04080,1.0
25959,DB05039,hsa04261,1.0
25960,DB05039,hsa04923,1.0
25961,DB05039,hsa04924,1.0
25962,DB05039,hsa04970,1.0
25963,DB00657,hsa04080,-1.0
25964,DB00401,hsa04010,-1.0
25968,DB00401,hsa04020,-1.0
25971,DB00401,hsa04022,-1.0
25974,DB00401,hsa04024,-1.0
25977,DB00401,hsa04218,-1.0
25978,DB00401,hsa04260,-1.0
25982,DB00401,hsa04261,-1.0
25986,DB00401,hsa04270,-1.0
25989,DB00401,hsa04530,-1.0
25990,DB00401,hsa04713,-1.0
25992,DB00401,hsa04720,-1.0
25993,DB00401,hsa04723,-1.0
25996,DB00401,hsa04724,-1.0
25998,DB00401,hsa04725,-1.0
26001,DB00401,hsa04726,-1.0
26004,DB00401,hsa04727,-1.0
26007,DB00401,hsa04728,-1.0
26009,DB00401,hsa04742,-1.0
26010,DB00401,hsa04911,-1.0
26013,DB00401,hsa04912,-1.0
26016,DB00401,hsa04921,-1.0
26020,DB00401,hsa04924,-1.0
26023,DB00401,hsa04925,-1.0
26026,DB00401,hsa04927,-1.0
26029,DB00401,hsa04930,-1.0
26031,DB00401,hsa04934,-1.0
26034,DB00401,hsa04973,-1.0
26035,DB00401,hsa05010,-1.0
26038,DB00401,hsa05031,-1.0
26040,DB00401,hsa05410,-1.0
26044,DB00401,hsa05412,-1.0
26048,DB00401,hsa05414,-1.0
26052,DB00024,hsa04024,1.0
26053,DB00024,hsa04080,1.0
26054,DB00024,hsa04918,1.0
26055,DB00024,hsa04923,1.0
26056,DB00024,hsa05320,1.0
26057,DB11963,hsa01521,-1.0
26058,DB11963,hsa01522,-1.0
26059,DB11963,hsa04010,-1.0
26060,DB11963,hsa04012,-1.0
26061,DB11963,hsa04014,-1.0
26062,DB11963,hsa04015,-1.0
26063,DB11963,hsa04020,-1.0
26064,DB11963,hsa04066,-1.0
26065,DB11963,hsa04068,-1.0
26066,DB11963,hsa04072,-1.0
26067,DB11963,hsa04144,-1.0
26068,DB11963,hsa04151,-1.0
26069,DB11963,hsa04510,-1.0
26070,DB11963,hsa04520,-1.0
26071,DB11963,hsa04540,-1.0
26072,DB11963,hsa04630,-1.0
26073,DB11963,hsa04810,-1.0
26074,DB11963,hsa04912,-1.0
26075,DB11963,hsa04915,-1.0
26076,DB11963,hsa04921,-1.0
26077,DB11963,hsa04926,-1.0
26078,DB11963,hsa04928,-1.0
26079,DB11963,hsa04934,-1.0
26080,DB11963,hsa05120,-1.0
26081,DB11963,hsa05160,-1.0
26082,DB11963,hsa05163,-1.0
26083,DB11963,hsa05165,-1.0
26084,DB11963,hsa05200,-1.0
26085,DB11963,hsa05205,-1.0
26086,DB11963,hsa05206,-1.0
26087,DB11963,hsa05210,-1.0
26088,DB11963,hsa05212,-1.0
26089,DB11963,hsa05213,-1.0
26090,DB11963,hsa05214,-1.0
26091,DB11963,hsa05215,-1.0
26092,DB11963,hsa05218,-1.0
26093,DB11963,hsa05219,-1.0
26094,DB11963,hsa05223,-1.0
26095,DB11963,hsa05224,-1.0
26096,DB11963,hsa05225,-1.0
26097,DB11963,hsa05226,-1.0
26098,DB11963,hsa05230,-1.0
26099,DB11963,hsa05231,-1.0
26100,DB01380,hsa04080,1.0
26101,DB01559,hsa04080,1.0
26107,DB01559,hsa04723,1.0
26113,DB01559,hsa04726,1.0
26115,DB01559,hsa04727,1.0
26121,DB01559,hsa04742,1.0
26123,DB01559,hsa05032,1.0
26129,DB01559,hsa05033,1.0
26135,DB00915,hsa04015,1.0
26136,DB00915,hsa04020,-1.0
26137,DB00915,hsa04024,0.0
26139,DB00915,hsa04080,-0.6
26144,DB00915,hsa04540,1.0
26145,DB00915,hsa04724,-1.0
26146,DB00915,hsa04725,-1.0
26149,DB00915,hsa04728,1.0
26150,DB00915,hsa05012,1.0
26151,DB00915,hsa05030,0.0
26153,DB00915,hsa05031,-1.0
26154,DB00915,hsa05033,-1.0
26157,DB00915,hsa05034,0.0
26159,DB00915,hsa05204,-1.0
26160,DB00131,hsa00010,-1.0
26161,DB00131,hsa00030,-1.0
26162,DB00131,hsa00051,-1.0
26163,DB00131,hsa00500,1.0
26164,DB00131,hsa01100,0.0
26166,DB00131,hsa01200,-1.0
26167,DB00131,hsa04022,1.0
26168,DB00131,hsa04024,1.0
26169,DB00131,hsa04068,1.0
26172,DB00131,hsa04140,1.0
26173,DB00131,hsa04150,1.0
26174,DB00131,hsa04151,1.0
26176,DB00131,hsa04152,0.6
26181,DB00131,hsa04211,1.0
26185,DB00131,hsa04213,1.0
26188,DB00131,hsa04217,1.0
26189,DB00131,hsa04261,1.0
26190,DB00131,hsa04371,1.0
26193,DB00131,hsa04380,1.0
26194,DB00131,hsa04530,1.0
26197,DB00131,hsa04612,1.0
26198,DB00131,hsa04668,1.0
26199,DB00131,hsa04710,1.0
26203,DB00131,hsa04713,1.0
26204,DB00131,hsa04714,1.0
26208,DB00131,hsa04725,1.0
26209,DB00131,hsa04728,1.0
26210,DB00131,hsa04910,0.6
26215,DB00131,hsa04911,1.0
26216,DB00131,hsa04915,1.0
26217,DB00131,hsa04916,1.0
26218,DB00131,hsa04918,1.0
26219,DB00131,hsa04920,1.0
26222,DB00131,hsa04921,1.0
26225,DB00131,hsa04922,0.6666666666666666
26231,DB00131,hsa04924,1.0
26232,DB00131,hsa04925,1.0
26233,DB00131,hsa04926,1.0
26234,DB00131,hsa04927,1.0
26235,DB00131,hsa04928,1.0
26236,DB00131,hsa04931,1.0
26241,DB00131,hsa04932,1.0
26244,DB00131,hsa04934,1.0
26245,DB00131,hsa04962,1.0
26246,DB00131,hsa05016,1.0
26247,DB00131,hsa05030,1.0
26248,DB00131,hsa05031,1.0
26249,DB00131,hsa05034,1.0
26250,DB00131,hsa05152,1.0
26251,DB00131,hsa05161,1.0
26252,DB00131,hsa05163,1.0
26253,DB00131,hsa05165,1.0
26254,DB00131,hsa05166,1.0
26255,DB00131,hsa05167,1.0
26256,DB00131,hsa05203,1.0
26257,DB00131,hsa05215,1.0
26258,DB00131,hsa05410,1.0
26261,DB00131,hsa05418,1.0
26262,DB00245,hsa04020,-1.0
26264,DB00245,hsa04024,-1.0
26265,DB00245,hsa04080,-1.0
26267,DB00245,hsa04151,-1.0
26268,DB00245,hsa04721,-1.0
26271,DB00245,hsa04725,-1.0
26272,DB00245,hsa04726,-1.0
26273,DB00245,hsa04728,-1.0
26274,DB00245,hsa04750,-1.0
26275,DB00245,hsa04810,-1.0
26276,DB00245,hsa05012,-1.0
26277,DB00245,hsa05030,-1.0
26278,DB00245,hsa05031,-1.0
26279,DB00245,hsa05034,-1.0
26280,DB00247,hsa04014,-1.0
26281,DB00247,hsa04020,-1.0
26285,DB00247,hsa04024,1.0
26286,DB00247,hsa04080,-0.6
26291,DB00247,hsa04540,-1.0
26294,DB00247,hsa04726,-0.6
26299,DB00247,hsa04742,1.0
26300,DB00247,hsa04750,-1.0
26303,DB00996,hsa04010,-1.0
26304,DB00996,hsa04022,1.0
26305,DB00996,hsa04024,1.0
26306,DB00996,hsa04071,1.0
26307,DB00996,hsa04080,1.0
26308,DB00996,hsa04260,-1.0
26309,DB00996,hsa04261,-1.0
26310,DB00996,hsa04725,1.0
26311,DB00996,hsa04921,-1.0
26312,DB00996,hsa04923,1.0
26313,DB00996,hsa04924,1.0
26314,DB00996,hsa05032,1.0
26315,DB00996,hsa05410,-1.0
26316,DB00996,hsa05412,-1.0
26317,DB00996,hsa05414,-1.0
26318,DB01128,hsa04114,-1.0
26319,DB01128,hsa05200,-1.0
26320,DB01128,hsa05215,-1.0
26321,DB00905,hsa04020,1.0
26324,DB00905,hsa04024,1.0
26325,DB00905,hsa04072,1.0
26326,DB00905,hsa04080,1.0
26329,DB00905,hsa04923,1.0
26330,DB00905,hsa05163,1.0
26332,DB00905,hsa05200,1.0
26334,DB00682,hsa00130,-1.0
26335,DB00682,hsa01100,-1.0
26336,DB00829,hsa04080,1.0
26342,DB00829,hsa04723,1.0
26348,DB00829,hsa04726,1.0
26350,DB00829,hsa04727,1.0
26356,DB00829,hsa04742,1.0
26358,DB00829,hsa05032,1.0
26364,DB00829,hsa05033,1.0
26370,DB01744,hsa04080,1.0
26371,DB01744,hsa04750,0.5
26375,DB00237,hsa04020,-1.0
26376,DB00237,hsa04024,-1.0
26377,DB00237,hsa04080,0.2
26387,DB00237,hsa04713,-1.0
26388,DB00237,hsa04720,-1.0
26389,DB00237,hsa04723,0.7142857142857143
26396,DB00237,hsa04724,-1.0
26398,DB00237,hsa04725,-1.0
26400,DB00237,hsa04726,1.0
26402,DB00237,hsa04727,1.0
26408,DB00237,hsa04728,-1.0
26409,DB00237,hsa04730,-1.0
26410,DB00237,hsa04742,1.0
26412,DB00237,hsa05014,-1.0
26413,DB00237,hsa05030,-1.0
26414,DB00237,hsa05031,-1.0
26415,DB00237,hsa05032,1.0
26421,DB00237,hsa05033,0.3333333333333333
26430,DB00237,hsa05204,-1.0
26431,DB11641,hsa04145,-1.0
26432,DB11641,hsa04540,-1.0
26433,DB11641,hsa05130,-1.0
26434,DB09090,hsa04010,-1.0
26435,DB09090,hsa04020,-1.0
26436,DB09090,hsa04022,-1.0
26437,DB09090,hsa04024,-1.0
26438,DB09090,hsa04260,-1.0
26439,DB09090,hsa04261,-1.0
26440,DB09090,hsa04270,-1.0
26441,DB09090,hsa04723,-1.0
26442,DB09090,hsa04725,-1.0
26443,DB09090,hsa04726,-1.0
26444,DB09090,hsa04727,-1.0
26445,DB09090,hsa04911,-1.0
26446,DB09090,hsa04912,-1.0
26447,DB09090,hsa04921,-1.0
26448,DB09090,hsa04924,-1.0
26449,DB09090,hsa04925,-1.0
26450,DB09090,hsa04927,-1.0
26451,DB09090,hsa04934,-1.0
26452,DB09090,hsa05010,-1.0
26453,DB09090,hsa05410,-1.0
26454,DB09090,hsa05412,-1.0
26455,DB09090,hsa05414,-1.0
26456,DB01097,hsa00240,-1.0
26457,DB01097,hsa01100,-1.0
26458,DB01097,hsa04020,-1.0
26459,DB01097,hsa04062,-1.0
26460,DB01097,hsa04072,-1.0
26461,DB01097,hsa04650,-1.0
26462,DB01097,hsa04659,1.0
26463,DB01097,hsa04670,-1.0
26464,DB01097,hsa04912,-1.0
26465,DB01097,hsa04934,1.0
26466,DB01097,hsa05161,-1.0
26467,DB01097,hsa05163,-1.0
26468,DB01097,hsa05170,-1.0
26469,DB00470,hsa04015,1.0
26470,DB00470,hsa04080,1.0
26472,DB00470,hsa04714,1.0
26473,DB00470,hsa04723,1.0
26474,DB00232,hsa00910,-1.0
26477,DB00232,hsa04964,-1.0
26479,DB00232,hsa04966,-1.0
26480,DB00232,hsa04971,-1.0
26481,DB00232,hsa04972,-1.0
26482,DB00232,hsa04976,-1.0
26483,DB00978,hsa01524,-1.0
26484,DB01340,hsa04614,-1.0
26485,DB01340,hsa04924,-1.0
26486,DB01340,hsa05142,-1.0
26487,DB01340,hsa05410,-1.0
26488,DB00335,hsa04020,-1.0
26490,DB00335,hsa04022,-1.0
26492,DB00335,hsa04024,-1.0
26494,DB00335,hsa04080,-1.0
26496,DB00335,hsa04261,-1.0
26498,DB00335,hsa04540,-1.0
26499,DB00335,hsa04923,-1.0
26501,DB00335,hsa04924,-1.0
26503,DB00335,hsa04970,-1.0
26505,DB00335,hsa05414,-1.0
26506,DB01410,hsa04080,1.0
26507,DB11584,hsa04020,1.0
26509,DB11584,hsa04024,1.0
26511,DB11584,hsa04080,1.0
26513,DB11584,hsa04540,1.0
26514,DB11584,hsa04728,1.0
26516,DB11584,hsa05012,1.0
26517,DB11584,hsa05030,1.0
26518,DB11584,hsa05031,1.0
26519,DB11584,hsa05032,1.0
26520,DB11584,hsa05034,1.0
26521,DB11338,hsa04064,-1.0
26522,DB11338,hsa04514,-1.0
26523,DB11338,hsa04668,-1.0
26524,DB11338,hsa04670,-1.0
26525,DB11338,hsa04933,-1.0
26526,DB11338,hsa05143,-1.0
26527,DB11338,hsa05144,-1.0
26528,DB11338,hsa05418,-1.0
26529,DB00511,hsa04022,-1.0
26530,DB00511,hsa04024,-1.0
26531,DB00511,hsa04260,-1.0
26532,DB00511,hsa04261,-1.0
26533,DB00511,hsa04911,-1.0
26534,DB00511,hsa04918,-1.0
26535,DB00511,hsa04919,-1.0
26536,DB00511,hsa04925,-1.0
26537,DB00511,hsa04960,-1.0
26538,DB00511,hsa04961,-1.0
26539,DB00511,hsa04964,-1.0
26540,DB00511,hsa04970,-1.0
26541,DB00511,hsa04971,-1.0
26542,DB00511,hsa04972,-1.0
26543,DB00511,hsa04973,-1.0
26544,DB00511,hsa04974,-1.0
26545,DB00511,hsa04976,-1.0
26546,DB00511,hsa04978,-1.0
26547,DB04930,hsa04728,-1.0
26548,DB04931,hsa04080,1.0
26549,DB04931,hsa04916,1.0
26550,DB00513,hsa04080,-1.0
26551,DB00513,hsa04371,-1.0
26552,DB00513,hsa04610,-1.0
26554,DB00513,hsa05150,-1.0
